rebalance_date,ticker,forward_return_20d,forward_return_60d,label_known_after_rebalance,label_role
20251231,000006,-0.09949748743718578,-0.1678391959798995,true,OUTCOME_LABEL_ONLY
20260130,000006,-0.012276785714285848,0.05468749999999982,true,OUTCOME_LABEL_ONLY
20260227,000006,-0.03124999999999991,0.031250000000000104,true,OUTCOME_LABEL_ONLY
20260331,000006,0.10581395348837211,,true,OUTCOME_LABEL_ONLY
20260430,000006,-0.08762886597938141,,true,OUTCOME_LABEL_ONLY
20240930,000007,0.05169867060561308,0.06056129985228954,true,OUTCOME_LABEL_ONLY
20241031,000007,0.0427098674521355,0.01620029455081006,true,OUTCOME_LABEL_ONLY
20241129,000007,-0.02203856749311297,-0.11019283746556471,true,OUTCOME_LABEL_ONLY
20241231,000007,-0.004267425320056934,-0.11806543385490754,true,OUTCOME_LABEL_ONLY
20250127,000007,-0.07050359712230218,-0.03309352517985618,true,OUTCOME_LABEL_ONLY
20250228,000007,-0.006410256410256416,0.2548076923076923,true,OUTCOME_LABEL_ONLY
20250331,000007,0.1198686371100165,0.2495894909688014,true,OUTCOME_LABEL_ONLY
20250430,000007,0.20089285714285723,0.06994047619047629,true,OUTCOME_LABEL_ONLY
20250530,000007,-0.031806615776081425,-0.031806615776081425,true,OUTCOME_LABEL_ONLY
20250630,000007,-0.04336399474375822,-0.07358738501971097,true,OUTCOME_LABEL_ONLY
20250731,000007,0.06346967559943585,0.17066290550070534,true,OUTCOME_LABEL_ONLY
20250829,000007,-0.08201058201058191,0.4378306878306878,true,OUTCOME_LABEL_ONLY
20250930,000007,0.2167352537722907,0.569272976680384,true,OUTCOME_LABEL_ONLY
20251031,000007,0.19036144578313252,0.38192771084337346,true,OUTCOME_LABEL_ONLY
20251128,000007,0.15283400809716596,0.33299595141700394,true,OUTCOME_LABEL_ONLY
20251231,000007,-0.04895104895104884,0.07517482517482528,true,OUTCOME_LABEL_ONLY
20260130,000007,0.21599264705882348,0.5818014705882353,true,OUTCOME_LABEL_ONLY
20260227,000007,-0.02790014684287805,-0.12701908957415556,true,OUTCOME_LABEL_ONLY
20260331,000007,0.08880308880308883,,true,OUTCOME_LABEL_ONLY
20260430,000007,-0.2198581560283688,,true,OUTCOME_LABEL_ONLY
20240930,000008,0.04149377593360981,0.2572614107883816,true,OUTCOME_LABEL_ONLY
20241031,000008,-0.03846153846153849,-0.011538461538461635,true,OUTCOME_LABEL_ONLY
20241129,000008,0.22529644268774718,0.10276679841897243,true,OUTCOME_LABEL_ONLY
20241231,000008,-0.0793103448275862,-0.03103448275862064,true,OUTCOME_LABEL_ONLY
20250127,000008,0.10714285714285715,0.06746031746031743,true,OUTCOME_LABEL_ONLY
20250228,000008,-0.07194244604316538,0.021582733812949662,true,OUTCOME_LABEL_ONLY
20250331,000008,0.039062500000000035,0.08984374999999999,true,OUTCOME_LABEL_ONLY
20250430,000008,0.04089219330855014,0.05204460966542756,true,OUTCOME_LABEL_ONLY
20250530,000008,-0.0035714285714284954,0.067857142857143,true,OUTCOME_LABEL_ONLY
20250630,000008,0.014336917562724026,0.025089605734766967,true,OUTCOME_LABEL_ONLY
20250731,000008,0.039711191335740026,0.039711191335740026,true,OUTCOME_LABEL_ONLY
20250829,000008,0.013986013986014,0.08391608391608399,true,OUTCOME_LABEL_ONLY
20250930,000008,0.03859649122807013,0.0,true,OUTCOME_LABEL_ONLY
20251031,000008,0.08680555555555555,0.11111111111111122,true,OUTCOME_LABEL_ONLY
20251128,000008,-0.07348242811501597,-0.09584664536741208,true,OUTCOME_LABEL_ONLY
20251231,000008,0.08771929824561403,-0.03859649122807013,true,OUTCOME_LABEL_ONLY
20260130,000008,-0.061290322580645144,-0.0935483870967742,true,OUTCOME_LABEL_ONLY
20260227,000008,-0.10299003322259125,-0.14950166112956803,true,OUTCOME_LABEL_ONLY
20260331,000008,-0.17431192660550454,,true,OUTCOME_LABEL_ONLY
20260430,000008,-0.04089219330855014,,true,OUTCOME_LABEL_ONLY
20240930,000009,0.0551508844953175,-0.02289281997918823,true,OUTCOME_LABEL_ONLY
20241031,000009,-0.09300184162062614,-0.21362799263351753,true,OUTCOME_LABEL_ONLY
20241129,000009,-0.04462474645030421,-0.11460446247464494,true,OUTCOME_LABEL_ONLY
20241231,000009,-0.07103825136612026,-0.1060109289617487,true,OUTCOME_LABEL_ONLY
20250127,000009,0.050541516245487354,-0.06859205776173288,true,OUTCOME_LABEL_ONLY
20250228,000009,-0.026900584795321685,-0.05263157894736854,true,OUTCOME_LABEL_ONLY
20250331,000009,-0.0875462392108507,0.09494451294697921,true,OUTCOME_LABEL_ONLY
20250430,000009,0.024547803617570994,0.18992248062015513,true,OUTCOME_LABEL_ONLY
20250530,000009,0.10723192019950141,0.1957605985037407,true,OUTCOME_LABEL_ONLY
20250630,000009,0.05067567567567559,0.14977477477477477,true,OUTCOME_LABEL_ONLY
20250731,000009,0.03846153846153842,0.2593406593406595,true,OUTCOME_LABEL_ONLY
20250829,000009,0.19285714285714273,0.04489795918367342,true,OUTCOME_LABEL_ONLY
20250930,000009,-0.11958266452648476,-0.20947030497592303,true,OUTCOME_LABEL_ONLY
20251031,000009,-0.11692844677137884,-0.13438045375218158,true,OUTCOME_LABEL_ONLY
20251128,000009,0.003952569169960566,-0.1264822134387351,true,OUTCOME_LABEL_ONLY
20251231,000009,-0.024365482233502562,-0.13705583756345174,true,OUTCOME_LABEL_ONLY
20260130,000009,-0.05515088449531731,-0.10301768990634759,true,OUTCOME_LABEL_ONLY
20260227,000009,-0.047120418848167644,-0.21989528795811522,true,OUTCOME_LABEL_ONLY
20260331,000009,0.05334846765039714,,true,OUTCOME_LABEL_ONLY
20260430,000009,-0.15144508670520238,,true,OUTCOME_LABEL_ONLY
20240930,000010,0.4220183486238531,0.2706422018348623,true,OUTCOME_LABEL_ONLY
20241031,000010,0.15234375000000006,0.08203124999999999,true,OUTCOME_LABEL_ONLY
20241129,000010,-0.07590759075907591,-0.046204620462046105,true,OUTCOME_LABEL_ONLY
20241231,000010,0.032028469750889625,0.0035587188612098883,true,OUTCOME_LABEL_ONLY
20250127,000010,0.04332129963898921,-0.04332129963898921,true,OUTCOME_LABEL_ONLY
20250228,000010,0.013888888888888902,0.031250000000000104,true,OUTCOME_LABEL_ONLY
20250331,000010,-0.11888111888111884,0.05244755244755242,true,OUTCOME_LABEL_ONLY
20250430,000010,0.11698113207547173,0.3056603773584906,true,OUTCOME_LABEL_ONLY
20250530,000010,0.03082191780821913,0.6575342465753424,true,OUTCOME_LABEL_ONLY
20250630,000010,0.14950166112956817,0.4850498338870432,true,OUTCOME_LABEL_ONLY
20250731,000010,0.34188034188034194,0.09116809116809126,true,OUTCOME_LABEL_ONLY
20250829,000010,-0.0474040632054176,-0.11286681715575611,true,OUTCOME_LABEL_ONLY
20250930,000010,-0.11659192825112108,-0.20852017937219736,true,OUTCOME_LABEL_ONLY
20251031,000010,0.036553524804177576,-0.08093994778067887,true,OUTCOME_LABEL_ONLY
20251128,000010,-0.10327455919395469,0.11335012594458431,true,OUTCOME_LABEL_ONLY
20251231,000010,-0.0339943342776203,0.053824362606232405,true,OUTCOME_LABEL_ONLY
20260130,000010,0.24926686217008787,-0.2375366568914956,true,OUTCOME_LABEL_ONLY
20260227,000010,-0.016355140186915952,-0.5093457943925234,true,OUTCOME_LABEL_ONLY
20260331,000010,-0.25515463917525766,,true,OUTCOME_LABEL_ONLY
20260430,000010,-0.19723183391003468,,true,OUTCOME_LABEL_ONLY
20240930,000011,-0.02036659877800418,-0.0947046843177189,true,OUTCOME_LABEL_ONLY
20241031,000011,-0.03297769156159067,-0.21435499515033954,true,OUTCOME_LABEL_ONLY
20241129,000011,-0.06521739130434791,-0.13975155279503101,true,OUTCOME_LABEL_ONLY
20241231,000011,-0.06407322654462248,-0.024027459954233506,true,OUTCOME_LABEL_ONLY
20250127,000011,0.025925925925926033,0.02222222222222219,true,OUTCOME_LABEL_ONLY
20250228,000011,0.009626955475330934,0.028880866425992805,true,OUTCOME_LABEL_ONLY
20250331,000011,-0.012019230769230727,0.01562499999999988,true,OUTCOME_LABEL_ONLY
20250430,000011,0.036231884057971106,0.06884057971014497,true,OUTCOME_LABEL_ONLY
20250530,000011,-0.018583042973286893,0.10801393728222994,true,OUTCOME_LABEL_ONLY
20250630,000011,0.03905325443786983,0.06745562130177518,true,OUTCOME_LABEL_ONLY
20250731,000011,0.07319952774498219,0.3175914994096811,true,OUTCOME_LABEL_ONLY
20250829,000011,0.006637168141592976,0.07079646017699122,true,OUTCOME_LABEL_ONLY
20250930,000011,0.12473118279569893,-0.031182795698924827,true,OUTCOME_LABEL_ONLY
20251031,000011,-0.11111111111111113,-0.206989247311828,true,OUTCOME_LABEL_ONLY
20251128,000011,-0.08870967741935491,-0.16028225806451613,true,OUTCOME_LABEL_ONLY
20251231,000011,-0.012208657047724688,-0.0865704772475027,true,OUTCOME_LABEL_ONLY
20260130,000011,-0.05168539325842706,-0.09550561797752805,true,OUTCOME_LABEL_ONLY
20260227,000011,-0.03262092238470202,-0.17997750281214853,true,OUTCOME_LABEL_ONLY
20260331,000011,-0.0605355064027939,,true,OUTCOME_LABEL_ONLY
20260430,000011,-0.07806691449814125,,true,OUTCOME_LABEL_ONLY
20240930,000012,-0.05536332179930801,-0.07439446366782017,true,OUTCOME_LABEL_ONLY
20241031,000012,0.0,-0.10163339382940102,true,OUTCOME_LABEL_ONLY
20241129,000012,-0.02363636363636362,-0.09818181818181819,true,OUTCOME_LABEL_ONLY
20241231,000012,-0.060606060606060656,-0.04734848484848485,true,OUTCOME_LABEL_ONLY
20250127,000012,-0.004016064257028205,-0.04819277108433739,true,OUTCOME_LABEL_ONLY
20250228,000012,0.008064516129032265,-0.05443548387096766,true,OUTCOME_LABEL_ONLY
20250331,000012,-0.03448275862068964,-0.06288032454361048,true,OUTCOME_LABEL_ONLY
20250430,000012,-0.018987341772151868,0.037974683544303736,true,OUTCOME_LABEL_ONLY
20250530,000012,-0.014925373134328417,0.03837953091684428,true,OUTCOME_LABEL_ONLY
20250630,000012,0.07142857142857144,0.010822510822510784,true,OUTCOME_LABEL_ONLY
20250731,000012,-0.002092050209205162,-0.004184100418410139,true,OUTCOME_LABEL_ONLY
20250829,000012,-0.0189473684210526,-0.004210526315789384,true,OUTCOME_LABEL_ONLY
20250930,000012,0.03887688984881203,-0.04319654427645792,true,OUTCOME_LABEL_ONLY
20251031,000012,-0.016806722689075647,-0.02521008403361347,true,OUTCOME_LABEL_ONLY
20251128,000012,-0.0384615384615384,0.021367521367521482,true,OUTCOME_LABEL_ONLY
20251231,000012,0.04966139954853288,-0.009029345372460505,true,OUTCOME_LABEL_ONLY
20260130,000012,0.04086021505376333,-0.13333333333333336,true,OUTCOME_LABEL_ONLY
20260227,000012,-0.09741550695825053,-0.12922465208747522,true,OUTCOME_LABEL_ONLY
20260331,000012,-0.08764044943820237,,true,OUTCOME_LABEL_ONLY
20260430,000012,0.01736972704714625,,true,OUTCOME_LABEL_ONLY
20240930,000014,0.051785714285714296,-0.0017857142857142477,true,OUTCOME_LABEL_ONLY
20241031,000014,-0.0341269841269841,-0.20158730158730154,true,OUTCOME_LABEL_ONLY
20241129,000014,-0.1046788263283109,-0.19746233148295006,true,OUTCOME_LABEL_ONLY
20241231,000014,-0.08644222020018208,-0.006369426751592382,true,OUTCOME_LABEL_ONLY
20250127,000014,0.009980039920159646,0.029940119760479115,true,OUTCOME_LABEL_ONLY
20250228,000014,0.1386934673366835,0.20100502512562815,true,OUTCOME_LABEL_ONLY
20250331,000014,-0.039289055191768,0.08231992516370447,true,OUTCOME_LABEL_ONLY
20250430,000014,0.12209302325581393,0.2306201550387596,true,OUTCOME_LABEL_ONLY
20250530,000014,-0.02445193929173686,0.27908937605396295,true,OUTCOME_LABEL_ONLY
20250630,000014,0.07865168539325844,0.6551426101987898,true,OUTCOME_LABEL_ONLY
20250731,000014,0.18196457326892107,0.5096618357487923,true,OUTCOME_LABEL_ONLY
20250829,000014,0.3366058906030855,0.10378681626928474,true,OUTCOME_LABEL_ONLY
20250930,000014,-0.07723577235772355,-0.3165650406504065,true,OUTCOME_LABEL_ONLY
20251031,000014,-0.14240000000000008,-0.31893333333333335,true,OUTCOME_LABEL_ONLY
20251128,000014,-0.14987562189054718,-0.22263681592039794,true,OUTCOME_LABEL_ONLY
20251231,000014,-0.03420074349442372,-0.028996282527880952,true,OUTCOME_LABEL_ONLY
20260130,000014,0.0015396458814472343,0.009237875288683542,true,OUTCOME_LABEL_ONLY
20260227,000014,0.10918293564714388,-0.22198120028922633,true,OUTCOME_LABEL_ONLY
20260331,000014,-0.07172995780590727,,true,OUTCOME_LABEL_ONLY
20260430,000014,-0.1712121212121212,,true,OUTCOME_LABEL_ONLY
20240930,000016,1.105740181268882,0.8338368580060423,true,OUTCOME_LABEL_ONLY
20241031,000016,-0.27414772727272724,-0.2840909090909091,true,OUTCOME_LABEL_ONLY
20241129,000016,0.09741550695825035,0.059642147117296186,true,OUTCOME_LABEL_ONLY
20250127,000016,0.27753303964757703,0.20044052863436126,true,OUTCOME_LABEL_ONLY
20250228,000016,-0.09351145038167942,-0.0419847328244276,true,OUTCOME_LABEL_ONLY
20250331,000016,0.07375271149674617,0.11930585683297175,true,OUTCOME_LABEL_ONLY
20250430,000016,-0.10091743119266051,-0.09908256880733946,true,OUTCOME_LABEL_ONLY
20250530,000016,0.04878048780487809,0.2439024390243903,true,OUTCOME_LABEL_ONLY
20250630,000016,-0.04263565891472863,0.069767441860465,true,OUTCOME_LABEL_ONLY
20250731,000016,0.23395445134575568,0.12008281573498966,true,OUTCOME_LABEL_ONLY
20250829,000016,-0.08756567425569177,-0.059544658493870375,true,OUTCOME_LABEL_ONLY
20250930,000016,0.04554079696394691,-0.056925996204933556,true,OUTCOME_LABEL_ONLY
20251031,000016,-0.0388170055452865,-0.059149722735674724,true,OUTCOME_LABEL_ONLY
20251128,000016,-0.021153846153846214,-0.33461538461538465,true,OUTCOME_LABEL_ONLY
20251231,000016,0.002012072434607782,-0.37424547283702214,true,OUTCOME_LABEL_ONLY
20260130,000016,-0.30722891566265065,-0.3734939759036145,true,OUTCOME_LABEL_ONLY
20260227,000016,-0.1518324607329842,-0.09424083769633505,true,OUTCOME_LABEL_ONLY
20260331,000016,-0.012195121951219388,,true,OUTCOME_LABEL_ONLY
20260430,000016,0.04012345679012342,,true,OUTCOME_LABEL_ONLY
20240930,000017,-0.0015082956259426527,-0.11764705882352945,true,OUTCOME_LABEL_ONLY
20241031,000017,-0.024285714285714275,-0.20857142857142857,true,OUTCOME_LABEL_ONLY
20241129,000017,-0.13362068965517238,-0.16810344827586207,true,OUTCOME_LABEL_ONLY
20241231,000017,-0.01724137931034477,0.05862068965517239,true,OUTCOME_LABEL_ONLY
20250127,000017,0.03949730700179529,0.15439856373429073,true,OUTCOME_LABEL_ONLY
20250228,000017,0.08695652173913052,0.2536231884057972,true,OUTCOME_LABEL_ONLY
20250331,000017,0.07859531772575246,0.0969899665551838,true,OUTCOME_LABEL_ONLY
20250430,000017,0.08087091757387255,-0.018662519440124436,true,OUTCOME_LABEL_ONLY
20250530,000017,-0.023809523809523832,0.002976190476190545,true,OUTCOME_LABEL_ONLY
20250630,000017,-0.02439024390243891,0.028963414634146402,true,OUTCOME_LABEL_ONLY
20250731,000017,0.05672609400324143,0.09562398703403563,true,OUTCOME_LABEL_ONLY
20250829,000017,0.007692307692307665,0.19538461538461532,true,OUTCOME_LABEL_ONLY
20250930,000017,0.03030303030303033,0.1924242424242425,true,OUTCOME_LABEL_ONLY
20251031,000017,0.14053254437869825,0.21301775147928986,true,OUTCOME_LABEL_ONLY
20251128,000017,0.06355382619974051,-0.04150453955901431,true,OUTCOME_LABEL_ONLY
20251231,000017,-0.041931385006353246,-0.14866581956797967,true,OUTCOME_LABEL_ONLY
20260130,000017,-0.009283819628647253,-0.1472148541114059,true,OUTCOME_LABEL_ONLY
20260227,000017,-0.10909090909090907,-0.28571428571428575,true,OUTCOME_LABEL_ONLY
20260331,000017,-0.07101449275362322,,true,OUTCOME_LABEL_ONLY
20260430,000017,-0.14664586583463343,,true,OUTCOME_LABEL_ONLY
20240930,000019,-0.008888888888888832,-0.011851851851851862,true,OUTCOME_LABEL_ONLY
20241031,000019,0.04111600587371517,-0.06461086637298084,true,OUTCOME_LABEL_ONLY
20241129,000019,-0.048678720445062655,-0.08623087621696802,true,OUTCOME_LABEL_ONLY
20241231,000019,-0.019786910197869084,0.012176560121765611,true,OUTCOME_LABEL_ONLY
20250127,000019,0.017027863777089834,0.040247678018575817,true,OUTCOME_LABEL_ONLY
20250228,000019,0.006172839506172707,0.05401234567901229,true,OUTCOME_LABEL_ONLY
20250331,000019,0.043613707165109074,0.03738317757009349,true,OUTCOME_LABEL_ONLY
20250430,000019,0.028273809523809583,0.022321428571428624,true,OUTCOME_LABEL_ONLY
20250530,000019,-0.02631578947368417,0.02631578947368417,true,OUTCOME_LABEL_ONLY
20250630,000019,0.04054054054054047,-0.0030030030030030724,true,OUTCOME_LABEL_ONLY
20250731,000019,0.014684287812041195,0.02496328928047002,true,OUTCOME_LABEL_ONLY
20250829,000019,-0.05738880918220939,0.027259684361549553,true,OUTCOME_LABEL_ONLY
20250930,000019,0.08269525267993874,0.06431852986217457,true,OUTCOME_LABEL_ONLY
20251031,000019,0.031518624641833776,0.0028653295128939216,true,OUTCOME_LABEL_ONLY
20251128,000019,-0.01249999999999998,0.03611111111111108,true,OUTCOME_LABEL_ONLY
20251231,000019,0.06330935251798554,0.1280575539568345,true,OUTCOME_LABEL_ONLY
20260130,000019,0.025710419485791666,0.035182679296346504,true,OUTCOME_LABEL_ONLY
20260227,000019,0.08055555555555556,-0.10833333333333336,true,OUTCOME_LABEL_ONLY
20260331,000019,-0.005134788189987168,,true,OUTCOME_LABEL_ONLY
20260430,000019,-0.14694408322496758,,true,OUTCOME_LABEL_ONLY
20240930,000020,-0.1157760814249364,-0.17557251908396945,true,OUTCOME_LABEL_ONLY
20241031,000020,-0.06466361854996736,-0.17047681254082306,true,OUTCOME_LABEL_ONLY
20241129,000020,-0.0890744606819763,-0.10716771050800274,true,OUTCOME_LABEL_ONLY
20241231,000020,0.06521739130434787,-0.021739130434782573,true,OUTCOME_LABEL_ONLY
20250127,000020,0.007855459544383318,-0.07855459544383346,true,OUTCOME_LABEL_ONLY
20250228,000020,-0.02096774193548385,0.008870967741935437,true,OUTCOME_LABEL_ONLY
20250331,000020,-0.046434494195688264,0.1849087893864012,true,OUTCOME_LABEL_ONLY
20250430,000020,0.033248081841432124,0.14919011082693948,true,OUTCOME_LABEL_ONLY
20250530,000020,0.1703521703521702,0.1695331695331694,true,OUTCOME_LABEL_ONLY
20250630,000020,-0.05668299510146947,-0.051784464660601714,true,OUTCOME_LABEL_ONLY
20250731,000020,0.08079268292682931,0.11737804878048788,true,OUTCOME_LABEL_ONLY
20250829,000020,0.21233859397417498,0.1915351506456241,true,OUTCOME_LABEL_ONLY
20250930,000020,0.015561569688768635,-0.06156968876860624,true,OUTCOME_LABEL_ONLY
20251031,000020,0.1289222373806276,0.025238744884038145,true,OUTCOME_LABEL_ONLY
20251128,000020,-0.15166163141993966,-0.16132930513595165,true,OUTCOME_LABEL_ONLY
20251231,000020,0.0757029560201875,0.09805335255948099,true,OUTCOME_LABEL_ONLY
20260130,000020,-0.04155495978552273,-0.03351206434316354,true,OUTCOME_LABEL_ONLY
20260227,000020,0.11265738899933726,-0.1597084161696488,true,OUTCOME_LABEL_ONLY
20260331,000020,0.0,,true,OUTCOME_LABEL_ONLY
20260430,000020,-0.21115288220551384,,true,OUTCOME_LABEL_ONLY
20240930,000021,0.22202056866303677,0.23895946763460368,true,OUTCOME_LABEL_ONLY
20241031,000021,-0.1486028789161728,-0.16596104995766306,true,OUTCOME_LABEL_ONLY
20241129,000021,0.0248015873015873,0.026289682539682595,true,OUTCOME_LABEL_ONLY
20241231,000021,0.05876180482686259,-0.029380902413431203,true,OUTCOME_LABEL_ONLY
20250127,000021,0.0832460732984293,-0.06439790575916232,true,OUTCOME_LABEL_ONLY
20250228,000021,-0.0484031936127744,-0.1162674650698602,true,OUTCOME_LABEL_ONLY
20250331,000021,-0.05958132045088564,0.0059044551798174685,true,OUTCOME_LABEL_ONLY
20250430,000021,-0.03581421376608845,0.06771124790151076,true,OUTCOME_LABEL_ONLY
20250530,000021,0.08449074074074057,0.22106481481481483,true,OUTCOME_LABEL_ONLY
20250630,000021,0.011739594450373663,0.24439701173959458,true,OUTCOME_LABEL_ONLY
20250731,000021,0.18837459634015072,0.4693218514531756,true,OUTCOME_LABEL_ONLY
20250829,000021,0.11996336996337001,0.12683150183150182,true,OUTCOME_LABEL_ONLY
20250930,000021,-0.05274488697524228,-0.09293146752780768,true,OUTCOME_LABEL_ONLY
20251031,000021,-0.12490842490842491,0.10915750915750917,true,OUTCOME_LABEL_ONLY
20251128,000021,0.03641691084135626,0.30598576810380906,true,OUTCOME_LABEL_ONLY
20251231,000021,0.28520569620253167,0.028876582278481028,true,OUTCOME_LABEL_ONLY
20260130,000021,-0.04155124653739616,-0.04524469067405363,true,OUTCOME_LABEL_ONLY
