rebalance_date,ticker,factor_id,bucket,factor_value,bucket_forward_return_20d,bucket_forward_return_60d
20240930,000607,F03,MID,-0.0799,-0.03937,0.0
20240930,000966,F03,MID,-0.0799,0.041408,0.004141
20240930,001286,F03,MID,-0.0779,-0.122374,-0.142466
20240930,000875,F03,MID,-0.0738,0.076364,-0.02
20240930,000927,F03,MID,-0.0738,0.007194,-0.028777
20240930,000537,F03,MID,-0.0717,0.007085,-0.050607
20240930,000036,F03,MID,-0.0697,0.193717,0.089005
20240930,000668,F03,MID,-0.0697,0.12516,-0.153257
20240930,000888,F03,MID,-0.0676,-0.072136,-0.048798
20240930,000573,F03,MID,-0.0635,0.007143,0.046429
20240930,000557,F03,MID,-0.0615,0.020921,0.112971
20240930,000544,F03,MID,-0.0594,0.041568,0.053444
20240930,000739,F03,MID,-0.0553,-0.055684,-0.048724
20240930,000860,F03,MID,-0.0553,-0.08325,-0.032901
20240930,000973,F03,MID,-0.0553,0.589862,0.359447
20240930,001268,F03,MID,-0.0553,-0.012778,-0.005556
20240930,000703,F03,MID,-0.0533,-0.091298,-0.089872
20240930,000906,F03,MID,-0.0533,-0.053042,0.070203
20240930,000957,F03,MID,-0.0533,0.021798,0.029973
20240930,001231,F03,MID,-0.0533,0.053198,0.076631
20240930,000563,F03,MID,-0.0512,0.168449,-0.002674
20240930,000737,F03,MID,-0.0492,0.007678,-0.224568
20240930,000048,F03,MID,-0.0471,0.075309,0.123457
20240930,000731,F03,MID,-0.0471,-0.043709,-0.013245
20240930,001311,F03,MID,-0.0471,0.020768,0.037618
20240930,000665,F03,MID,-0.0451,0.064286,-0.004762
20240930,000056,F03,MID,-0.043,0.271552,0.237069
20240930,000592,F03,MID,-0.041,0.201058,0.380952
20240930,001201,F03,MID,-0.041,-0.080912,-0.14188
20240930,000504,F03,MID,-0.0389,0.237927,0.031802
20240930,001238,F03,MID,-0.0389,0.101893,0.106726
20240930,000055,F03,MID,-0.0369,-0.012438,-0.007463
20240930,000862,F03,MID,-0.0369,0.071429,0.009921
20240930,000800,F03,MID,-0.0348,-0.075512,-0.092772
20240930,000880,F03,MID,-0.0328,0.006796,0.776699
20240930,000975,F03,MID,-0.0307,-0.031703,-0.175175
20240930,000597,F03,MID,-0.0287,0.01417,0.08502
20240930,000600,F03,MID,-0.0225,-0.049541,0.084404
20240930,000014,F03,MID,-0.0205,0.051786,-0.001786
20240930,000937,F03,MID,-0.0205,-0.103604,-0.046547
20240930,000998,F03,MID,-0.0164,-0.044698,-0.007888
20240930,000552,F03,MID,-0.0143,-0.096667,-0.066667
20240930,000701,F03,MID,-0.0123,0.089041,0.059361
20240930,001278,F03,MID,-0.0102,-0.073199,-0.038617
20240930,000758,F03,MID,-0.0082,0.019305,-0.019305
20240930,000712,F03,MID,-0.0041,-0.116041,0.027304
20240930,000715,F03,MID,-0.0041,0.126476,0.148398
20240930,000839,F03,MID,-0.0041,0.215054,0.129032
20240930,000555,F03,MID,-0.002,0.073257,0.044131
20240930,000572,F03,MID,-0.002,0.396226,0.15903
20240930,000686,F03,MID,-0.002,0.071951,0.017073
20240930,000001,F03,MID,0.0,-0.061425,-0.021294
20240930,000007,F03,MID,0.0,0.051699,0.060561
20240930,000010,F03,MID,0.0,0.422018,0.270642
20240930,000011,F03,MID,0.0,-0.020367,-0.094705
20240930,000012,F03,MID,0.0,-0.055363,-0.074394
20240930,000026,F03,MID,0.0,0.014382,0.016299
20240930,000031,F03,MID,0.0,-0.041667,-0.065476
20240930,000035,F03,MID,0.0,-0.037549,-0.019763
20240930,000050,F03,MID,0.0,0.116193,0.15204
20240930,000058,F03,MID,0.0,0.207317,0.121951
20240930,000059,F03,MID,0.0,0.073222,0.016736
20240930,000089,F03,MID,0.0,0.007052,-0.009873
20240930,000099,F03,MID,0.0,0.327983,0.506153
20240930,000159,F03,MID,0.0,0.154401,-0.105339
20240930,000338,F03,MID,0.0,-0.149968,-0.124134
20240930,000419,F03,MID,0.0,-0.013011,0.070632
20240930,000420,F03,MID,0.0,0.175439,0.099415
20240930,000425,F03,MID,0.0,0.055341,0.002574
20240930,000488,F03,MID,0.0,-0.113253,-0.255422
20240930,000503,F03,MID,0.0,0.437901,0.214133
20240930,000506,F03,MID,0.0,1.648276,1.462069
20240930,000507,F03,MID,0.0,-0.027344,0.011719
20240930,000518,F03,MID,0.0,0.179167,0.0875
20240930,000520,F03,MID,0.0,1.235915,0.651408
20240930,000523,F03,MID,0.0,-0.003115,-0.028037
20240930,000524,F03,MID,0.0,-0.03408,-0.029211
20240930,000547,F03,MID,0.0,0.051216,-0.012804
20240930,000558,F03,MID,0.0,0.06383,0.099291
20240930,000565,F03,MID,0.0,0.115079,0.081349
20240930,000605,F03,MID,0.0,0.007299,0.461679
20240930,000612,F03,MID,0.0,0.086771,-0.071124
20240930,000626,F03,MID,0.0,0.138577,0.09176
20240930,000630,F03,MID,0.0,-0.080311,-0.142487
20240930,000650,F03,MID,0.0,-0.097027,-0.079812
20240930,000652,F03,MID,0.0,0.175,0.06
20240930,000663,F03,MID,0.0,0.079225,-0.044014
20240930,000676,F03,MID,0.0,0.287356,0.127714
20240930,000683,F03,MID,0.0,-0.002967,-0.145401
20240930,000705,F03,MID,0.0,-0.03432,-0.04142
20240930,000708,F03,MID,0.0,-0.106305,-0.157625
20240930,000710,F03,MID,0.0,0.036739,-0.021814
20240930,000713,F03,MID,0.0,0.132018,0.095599
20240930,000721,F03,MID,0.0,0.041157,0.081201
20240930,000723,F03,MID,0.0,0.011561,-0.111753
20240930,000728,F03,MID,0.0,-0.028185,-0.00451
20240930,000738,F03,MID,0.0,0.097494,0.01549
20240930,000751,F03,MID,0.0,0.006452,-0.067742
20240930,000753,F03,MID,0.0,0.051205,0.262048
20240930,000757,F03,MID,0.0,0.011364,0.079545
20240930,000759,F03,MID,0.0,0.01737,1.950372
20240930,000762,F03,MID,0.0,0.017029,-0.055343
20240930,000777,F03,MID,0.0,0.09601,0.239401
20240930,000778,F03,MID,0.0,0.026178,0.026178
20240930,000789,F03,MID,0.0,-0.035714,-0.092857
20240930,000793,F03,MID,0.0,0.233161,0.357513
20240930,000795,F03,MID,0.0,0.40528,0.57764
20240930,000798,F03,MID,0.0,-0.008054,-0.010738
20240930,000801,F03,MID,0.0,0.220077,0.462355
20240930,000816,F03,MID,0.0,0.157447,0.293617
20240930,000837,F03,MID,0.0,0.084491,0.08912
20240930,000838,F03,MID,0.0,-0.020761,-0.051903
20240930,000848,F03,MID,0.0,0.048122,0.064554
20240930,000852,F03,MID,0.0,-0.060656,0.070492
20240930,000858,F03,MID,0.0,-0.085595,-0.131069
20240930,000868,F03,MID,0.0,0.026769,0.007648
20240930,000869,F03,MID,0.0,-0.081028,-0.081028
20240930,000876,F03,MID,0.0,-0.044188,-0.123919
20240930,000892,F03,MID,0.0,-0.034483,0.040752
20240930,000898,F03,MID,0.0,-0.00813,-0.004065
20240930,000899,F03,MID,0.0,-0.027685,0.006645
20240930,000900,F03,MID,0.0,-0.034965,0.044289
20240930,000905,F03,MID,0.0,0.006192,0.00774
20240930,000912,F03,MID,0.0,-0.034247,0.011416
20240930,000913,F03,MID,0.0,-0.105208,-0.059896
20240930,000917,F03,MID,0.0,0.568966,0.164577
20240930,000919,F03,MID,0.0,-0.050725,-0.023188
20240930,000920,F03,MID,0.0,-0.00339,0.038418
20240930,000925,F03,MID,0.0,0.059181,0.409712
20240930,000929,F03,MID,0.0,0.28227,-0.041135
20240930,000930,F03,MID,0.0,-0.010363,-0.018998
20240930,000955,F03,MID,0.0,0.069652,0.039801
20240930,000968,F03,MID,0.0,-0.023845,-0.022355
20240930,000977,F03,MID,0.0,0.110843,0.278795
20240930,000983,F03,MID,0.0,-0.134937,-0.133891
20240930,000987,F03,MID,0.0,0.150943,0.071118
20240930,000988,F03,MID,0.0,0.103379,0.280069
20240930,000993,F03,MID,0.0,0.021575,-0.083064
20240930,001202,F03,MID,0.0,0.033832,0.084186
20240930,001210,F03,MID,0.0,0.006029,0.063301
20240930,001212,F03,MID,0.0,-0.047257,0.027004
20240930,001216,F03,MID,0.0,-0.00369,-0.037638
20240930,001222,F03,MID,0.0,0.040193,0.272508
20240930,001256,F03,MID,0.0,0.011942,0.015085
20240930,001266,F03,MID,0.0,-0.068574,0.099001
20240930,001270,F03,MID,0.0,0.250281,0.115298
20240930,001283,F03,MID,0.0,0.109286,0.436644
20240930,001317,F03,MID,0.0,0.00417,0.086808
20240930,001318,F03,MID,0.0,-0.030017,-0.015437
20240930,001328,F03,MID,0.0,0.111893,0.208596
20240930,000042,F03,MID,0.002,-0.030593,-0.124283
20240930,000567,F03,MID,0.002,0.287572,0.024566
20240930,000963,F03,MID,0.002,-0.0483,0.016862
20240930,000735,F03,MID,0.0041,0.029514,0.168403
20240930,000878,F03,MID,0.0041,0.003592,-0.091236
20240930,000981,F03,MID,0.0041,0.014925,0.544776
20240930,000882,F03,MID,0.0061,0.095808,0.311377
20240930,001338,F03,MID,0.0061,-0.086685,-0.016979
20240930,000952,F03,MID,0.0082,-0.015332,-0.042589
20240930,000776,F03,MID,0.0123,-0.010778,0.011976
20240930,000539,F03,HIGH,0.0143,-0.059406,-0.083168
20240930,000718,F03,HIGH,0.0143,-0.029046,0.020747
20240930,001336,F03,HIGH,0.0164,-0.012834,-0.03369
20240930,000063,F03,HIGH,0.0184,-0.027287,0.309791
20240930,000066,F03,HIGH,0.0184,0.526012,0.464355
20240930,001213,F03,HIGH,0.0184,-0.034404,-0.022936
20240930,000401,F03,HIGH,0.0205,0.053763,-0.046595
20240930,000933,F03,HIGH,0.0205,-0.061255,-0.152888
20240930,000002,F03,HIGH,0.0225,-0.066872,-0.242798
20240930,000008,F03,HIGH,0.0225,0.041494,0.257261
20240930,000554,F03,HIGH,0.0225,0.142373,0.018644
20240930,000617,F03,HIGH,0.0225,0.109905,-0.02578
20240930,000004,F03,HIGH,0.0266,0.143558,-0.156442
20240930,000069,F03,HIGH,0.0266,-0.010274,-0.065068
20240930,000016,F03,HIGH,0.0287,1.10574,0.833837
20240930,000783,F03,HIGH,0.0287,0.0,-0.006925
20240930,000935,F03,HIGH,0.0307,0.239304,0.079043
20240930,000561,F03,HIGH,0.0348,0.2,0.155975
20240930,000402,F03,HIGH,0.0389,-0.011429,-0.028571
20240930,000657,F03,HIGH,0.041,0.014286,-0.02551
20240930,000635,F03,HIGH,0.043,0.391429,0.124286
20240930,000736,F03,HIGH,0.043,-0.129819,-0.310779
20240930,000559,F03,HIGH,0.0451,0.2375,0.132143
20240930,001337,F03,HIGH,0.0471,-0.040095,-0.162763
20240930,000791,F03,HIGH,0.0492,-0.004545,-0.068182
20240930,000850,F03,HIGH,0.0512,-0.025172,-0.034325
20240930,000750,F03,HIGH,0.0533,0.008282,-0.062112
20240930,000926,F03,HIGH,0.0533,-0.076087,-0.054348
20240930,000972,F03,HIGH,0.0533,0.017007,-0.030612
20240930,000533,F03,HIGH,0.0553,0.055118,0.446194
20240930,000727,F03,HIGH,0.0553,0.194093,0.227848
20240930,000887,F03,HIGH,0.0553,-0.051539,-0.027917
20240930,000799,F03,HIGH,0.0574,0.00058,0.074676
20240930,001330,F03,HIGH,0.0574,0.219466,0.230916
20240930,000006,F03,HIGH,0.0656,0.538462,0.338104
20240930,000407,F03,HIGH,0.0697,0.009404,0.068966
20240930,000514,F03,HIGH,0.0697,0.206593,-0.083516
20240930,000965,F03,HIGH,0.0717,-0.085635,-0.149171
20240930,000029,F03,HIGH,0.0738,0.007846,-0.073627
20240930,000959,F03,HIGH,0.0738,-0.05,-0.085294
20240930,000948,F03,HIGH,0.0758,0.037017,-0.072977
20240930,001236,F03,HIGH,0.0799,-0.125848,-0.235117
20240930,000151,F03,HIGH,0.082,0.238095,0.112698
20240930,000651,F03,HIGH,0.084,-0.096788,-0.049437
20240930,000510,F03,HIGH,0.0861,0.148045,0.02514
20240930,000090,F03,HIGH,0.0902,-0.017857,-0.060268
20240930,000501,F03,HIGH,0.0922,-0.038902,0.270023
20240930,000027,F03,HIGH,0.0943,-0.04578,-0.054363
20240930,000685,F03,HIGH,0.0943,-0.021018,0.045354
20240930,000997,F03,HIGH,0.0963,0.098188,0.206312
20240930,000158,F03,HIGH,0.0984,1.780136,0.601213
20240930,000608,F03,HIGH,0.0984,-0.083665,-0.079681
20240930,000639,F03,HIGH,0.0984,0.177852,0.221477
20240930,000629,F03,HIGH,0.1004,0.016949,0.00339
20240930,000951,F03,HIGH,0.1004,-0.06099,-0.004603
20240930,000831,F03,HIGH,0.1045,0.199929,0.022254
20240930,000564,F03,HIGH,0.1066,-0.084112,0.584112
20240930,000815,F03,HIGH,0.1066,-0.017562,0.180785
20240930,000995,F03,HIGH,0.1086,0.02543,0.030928
20240930,000923,F03,HIGH,0.1107,-0.081306,-0.15727
20240930,000088,F03,HIGH,0.1168,-0.029354,-0.043053
20240930,000680,F03,HIGH,0.1168,0.165673,0.158522
20240930,001269,F03,HIGH,0.1168,-0.03314,0.021182
20240930,000631,F03,HIGH,0.1189,0.010526,0.066667
20240930,000516,F03,HIGH,0.127,-0.012821,-0.014652
20240930,000803,F03,HIGH,0.1291,0.295,0.28
20240930,000698,F03,HIGH,0.1332,0.030769,0.043077
20240930,000802,F03,HIGH,0.1332,0.067416,0.104334
20240930,000811,F03,HIGH,0.1332,0.009699,0.14161
20240930,000603,F03,HIGH,0.1373,0.01682,-0.045872
20240930,000560,F03,HIGH,0.1496,-0.072193,-0.160428
20240930,000610,F03,HIGH,0.1496,-0.080758,-0.084972
20240930,000545,F03,HIGH,0.1557,0.175214,-0.059829
20240930,000688,F03,HIGH,0.1598,-0.022149,0.02379
20240930,000690,F03,HIGH,0.1598,-0.059184,-0.061224
20240930,000950,F03,HIGH,0.166,-0.03125,-0.027778
20240930,000061,F03,HIGH,0.1701,0.036335,0.116904
20240930,000301,F03,HIGH,0.1701,-0.130388,-0.09806
20240930,000430,F03,HIGH,0.1721,-0.102597,-0.18961
20240930,000628,F03,HIGH,0.1721,0.29709,0.277486
20240930,000980,F03,HIGH,0.1721,0.252525,0.267677
20240930,000591,F03,HIGH,0.1742,0.0,-0.046875
20240930,000625,F03,HIGH,0.1783,-0.038978,-0.080645
20240930,000068,F03,HIGH,0.1844,0.076503,-0.043716
20240930,000593,F03,HIGH,0.1844,0.033149,-0.003683
20240930,000032,F03,HIGH,0.1865,0.057192,0.047371
20240930,000505,F03,HIGH,0.1865,-0.034639,-0.057229
20240930,001332,F03,HIGH,0.1865,0.087289,0.127748
20240930,000632,F03,HIGH,0.1885,0.056716,0.104478
20240930,000678,F03,HIGH,0.1906,0.064348,0.210435
20240930,001215,F03,HIGH,0.1906,0.020503,-0.034172
20240930,000408,F03,HIGH,0.1926,0.026435,-0.029565
20240930,000856,F03,HIGH,0.1988,0.065753,-0.020548
20240930,000659,F03,HIGH,0.2029,-0.202454,-0.113497
20240930,000531,F03,HIGH,0.209,-0.017825,0.057041
20240930,000910,F03,HIGH,0.2131,-0.025676,0.074324
20240930,001319,F03,HIGH,0.2131,0.181988,0.230985
20240930,000028,F03,HIGH,0.2152,-0.085046,-0.037306
20240930,000985,F03,HIGH,0.2316,0.140464,0.241624
20240930,000915,F03,HIGH,0.2357,-0.122191,-0.132348
20240930,000576,F03,HIGH,0.2377,0.007289,0.100583
20240930,000599,F03,HIGH,0.2418,0.138085,0.008909
20240930,000821,F03,HIGH,0.2459,0.132743,0.045052
20240930,000820,F03,HIGH,0.248,0.244582,0.04644
20240930,000722,F03,HIGH,0.25,0.006843,-0.047898
20240930,000062,F03,HIGH,0.252,0.064988,-0.210276
20240930,000037,F03,HIGH,0.2602,0.026316,-0.083524
20240930,000679,F03,HIGH,0.2643,-0.0125,0.49
20240930,000530,F03,HIGH,0.2705,0.072727,0.343182
20240930,000528,F03,HIGH,0.2787,-0.0224,-0.0584
20240930,000400,F03,HIGH,0.2869,-0.08716,-0.185434
20240930,000017,F03,HIGH,0.2889,-0.001508,-0.117647
20240930,000931,F03,HIGH,0.293,0.049689,0.004141
20240930,000519,F03,HIGH,0.2992,0.111413,-0.001359
20240930,000571,F03,HIGH,0.2992,0.016173,-0.02965
20240930,000903,F03,HIGH,0.2992,0.242915,0.417004
20240930,000550,F03,HIGH,0.3053,-0.086724,-0.132762
20240930,000009,F03,HIGH,0.3094,0.055151,-0.022893
20240930,001300,F03,HIGH,0.3135,0.012305,-0.034454
20240930,000421,F03,HIGH,0.3176,-0.012411,0.390071
20240930,000422,F03,HIGH,0.3279,-0.034051,-0.099375
20240930,000786,F03,HIGH,0.334,-0.054275,-0.075197
20240930,000990,F03,HIGH,0.3361,-0.028049,-0.028049
20240930,000619,F03,HIGH,0.3484,0.035019,0.192607
20240930,000423,F03,HIGH,0.3525,-0.068882,0.024311
20240930,000155,F03,HIGH,0.3545,-0.006809,-0.075745
20240930,001228,F03,HIGH,0.3566,-0.051115,-0.007435
20240930,000707,F03,HIGH,0.3586,-0.04534,-0.046599
20240930,001322,F03,HIGH,0.3668,-0.036424,-0.10596
20240930,000859,F03,HIGH,0.3791,0.336609,0.240786
20240930,000818,F03,HIGH,0.3811,-0.044275,0.048346
20240930,000521,F03,HIGH,0.3832,-0.211927,-0.229358
20240930,000638,F03,HIGH,0.3975,0.352052,0.021598
20240930,000661,F03,HIGH,0.3996,-0.034398,-0.073528
20240930,000590,F03,HIGH,0.4037,0.155385,0.110769
20240930,000021,F03,HIGH,0.4078,0.222021,0.238959
20240930,000509,F03,HIGH,0.4098,0.033742,0.04908
20240930,001298,F03,HIGH,0.4119,-0.061298,-0.153896
20240930,000813,F03,HIGH,0.4221,-0.042623,0.072131
