rebalance_date,ticker,factor_value,factor_id,factor_name,source
20210701,000166,0.114,F05,F05,research_simulation
20210701,000301,0.794,F05,F05,research_simulation
20210701,000333,0.238,F05,F05,research_simulation
20210701,000338,0.689,F05,F05,research_simulation
20210701,000400,0.674,F05,F05,research_simulation
20210701,000401,0.461,F05,F05,research_simulation
20210701,000402,0.118,F05,F05,research_simulation
20210701,000403,0.74,F05,F05,research_simulation
20210701,000404,0.715,F05,F05,research_simulation
20210701,000407,0.465,F05,F05,research_simulation
20210701,000408,0.766,F05,F05,research_simulation
20210701,000409,0.601,F05,F05,research_simulation
20210701,000410,0.301,F05,F05,research_simulation
20210701,000411,0.752,F05,F05,research_simulation
20210701,000415,0.274,F05,F05,research_simulation
20210701,000417,0.449,F05,F05,research_simulation
20210701,000419,0.872,F05,F05,research_simulation
20210701,000420,0.552,F05,F05,research_simulation
20210701,000421,0.757,F05,F05,research_simulation
20210701,000422,0.351,F05,F05,research_simulation
20210701,000423,0.973,F05,F05,research_simulation
20210701,000425,0.78,F05,F05,research_simulation
20210701,000426,0.815,F05,F05,research_simulation
20210701,000428,0.512,F05,F05,research_simulation
20210701,000429,0.793,F05,F05,research_simulation
20210701,000430,0.362,F05,F05,research_simulation
20210701,000488,0.689,F05,F05,research_simulation
20210701,000498,0.248,F05,F05,research_simulation
20210701,000501,0.415,F05,F05,research_simulation
20210701,000503,0.731,F05,F05,research_simulation
20210701,000504,0.333,F05,F05,research_simulation
20210701,000505,0.441,F05,F05,research_simulation
20210701,000506,0.496,F05,F05,research_simulation
20210701,000507,0.833,F05,F05,research_simulation
20210701,000509,0.007,F05,F05,research_simulation
20210701,000510,0.213,F05,F05,research_simulation
20210701,000513,0.69,F05,F05,research_simulation
20210701,000514,0.273,F05,F05,research_simulation
20210701,000516,0.135,F05,F05,research_simulation
20210801,000001,0.208,F05,F05,research_simulation
20210801,000002,0.652,F05,F05,research_simulation
20210801,000004,0.084,F05,F05,research_simulation
20210801,000006,0.284,F05,F05,research_simulation
20210801,000007,0.135,F05,F05,research_simulation
20210801,000008,0.703,F05,F05,research_simulation
20210801,000009,0.924,F05,F05,research_simulation
20210801,000010,0.788,F05,F05,research_simulation
20210801,000011,0.505,F05,F05,research_simulation
20210801,000012,0.476,F05,F05,research_simulation
20210801,000014,0.102,F05,F05,research_simulation
20210801,000016,0.989,F05,F05,research_simulation
20210801,000017,0.531,F05,F05,research_simulation
20210801,000019,0.06,F05,F05,research_simulation
20210801,000020,0.808,F05,F05,research_simulation
20210801,000021,0.663,F05,F05,research_simulation
20210801,000025,0.075,F05,F05,research_simulation
20210801,000026,0.883,F05,F05,research_simulation
20210801,000027,0.844,F05,F05,research_simulation
20210801,000028,0.206,F05,F05,research_simulation
20210801,000029,0.439,F05,F05,research_simulation
20210801,000030,0.286,F05,F05,research_simulation
20210801,000031,0.968,F05,F05,research_simulation
20210801,000032,0.925,F05,F05,research_simulation
20210801,000034,0.004,F05,F05,research_simulation
20210801,000035,0.028,F05,F05,research_simulation
20210801,000036,0.936,F05,F05,research_simulation
20210801,000037,0.269,F05,F05,research_simulation
20210801,000039,0.796,F05,F05,research_simulation
20210801,000042,0.482,F05,F05,research_simulation
20210801,000045,0.27,F05,F05,research_simulation
20210801,000048,0.207,F05,F05,research_simulation
20210801,000049,0.621,F05,F05,research_simulation
20210801,000050,0.204,F05,F05,research_simulation
20210801,000055,0.212,F05,F05,research_simulation
20210801,000056,0.743,F05,F05,research_simulation
20210801,000058,0.082,F05,F05,research_simulation
20210801,000059,0.461,F05,F05,research_simulation
20210801,000060,0.709,F05,F05,research_simulation
20210801,000061,0.441,F05,F05,research_simulation
20210801,000062,0.732,F05,F05,research_simulation
20210801,000063,0.802,F05,F05,research_simulation
20210801,000065,0.963,F05,F05,research_simulation
20210801,000066,0.888,F05,F05,research_simulation
20210801,000068,0.724,F05,F05,research_simulation
20210801,000069,0.182,F05,F05,research_simulation
20210801,000070,0.701,F05,F05,research_simulation
20210801,000078,0.218,F05,F05,research_simulation
20210801,000088,0.306,F05,F05,research_simulation
20210801,000089,0.907,F05,F05,research_simulation
20210801,000090,0.536,F05,F05,research_simulation
20210801,000096,0.515,F05,F05,research_simulation
20210801,000099,0.447,F05,F05,research_simulation
20210801,000100,0.544,F05,F05,research_simulation
20210801,000151,0.87,F05,F05,research_simulation
20210801,000153,0.135,F05,F05,research_simulation
20210801,000155,0.123,F05,F05,research_simulation
20210801,000156,0.135,F05,F05,research_simulation
20210801,000157,0.056,F05,F05,research_simulation
20210801,000158,0.784,F05,F05,research_simulation
20210801,000159,0.461,F05,F05,research_simulation
20210801,000166,0.036,F05,F05,research_simulation
20210801,000301,0.37,F05,F05,research_simulation
20210801,000333,0.332,F05,F05,research_simulation
20210801,000338,0.618,F05,F05,research_simulation
20210801,000400,0.222,F05,F05,research_simulation
20210801,000401,0.941,F05,F05,research_simulation
20210801,000402,0.623,F05,F05,research_simulation
20210801,000403,0.369,F05,F05,research_simulation
20210801,000404,0.3,F05,F05,research_simulation
20210801,000407,0.312,F05,F05,research_simulation
20210801,000408,0.573,F05,F05,research_simulation
20210801,000409,0.049,F05,F05,research_simulation
20210801,000410,0.299,F05,F05,research_simulation
20210801,000411,0.123,F05,F05,research_simulation
20210801,000415,0.325,F05,F05,research_simulation
20210801,000417,0.58,F05,F05,research_simulation
20210801,000419,0.982,F05,F05,research_simulation
20210801,000420,0.908,F05,F05,research_simulation
20210801,000421,0.296,F05,F05,research_simulation
20210801,000422,0.629,F05,F05,research_simulation
20210801,000423,0.333,F05,F05,research_simulation
20210801,000425,0.692,F05,F05,research_simulation
20210801,000426,0.921,F05,F05,research_simulation
20210801,000428,0.243,F05,F05,research_simulation
20210801,000429,0.638,F05,F05,research_simulation
20210801,000430,0.09,F05,F05,research_simulation
20210801,000488,0.106,F05,F05,research_simulation
20210801,000498,0.769,F05,F05,research_simulation
20210801,000501,0.318,F05,F05,research_simulation
20210801,000503,0.182,F05,F05,research_simulation
20210801,000504,0.67,F05,F05,research_simulation
20210801,000505,0.946,F05,F05,research_simulation
20210801,000506,0.271,F05,F05,research_simulation
20210801,000507,0.496,F05,F05,research_simulation
20210801,000509,0.205,F05,F05,research_simulation
20210801,000510,0.828,F05,F05,research_simulation
20210801,000513,0.353,F05,F05,research_simulation
20210801,000514,0.251,F05,F05,research_simulation
20210801,000516,0.197,F05,F05,research_simulation
20211201,000001,0.662,F05,F05,research_simulation
20211201,000002,0.942,F05,F05,research_simulation
20211201,000004,0.763,F05,F05,research_simulation
20211201,000006,0.869,F05,F05,research_simulation
20211201,000007,0.069,F05,F05,research_simulation
20211201,000008,0.935,F05,F05,research_simulation
20211201,000009,0.977,F05,F05,research_simulation
20211201,000010,0.514,F05,F05,research_simulation
20211201,000011,0.368,F05,F05,research_simulation
20211201,000012,0.03,F05,F05,research_simulation
20211201,000014,0.699,F05,F05,research_simulation
20211201,000016,0.978,F05,F05,research_simulation
20211201,000017,0.902,F05,F05,research_simulation
20211201,000019,0.379,F05,F05,research_simulation
20211201,000020,0.152,F05,F05,research_simulation
20211201,000021,0.893,F05,F05,research_simulation
20211201,000025,0.996,F05,F05,research_simulation
20211201,000026,0.403,F05,F05,research_simulation
20211201,000027,0.678,F05,F05,research_simulation
20211201,000028,0.996,F05,F05,research_simulation
20211201,000029,0.985,F05,F05,research_simulation
20211201,000030,0.734,F05,F05,research_simulation
20211201,000031,0.421,F05,F05,research_simulation
20211201,000032,0.101,F05,F05,research_simulation
20211201,000034,0.111,F05,F05,research_simulation
20211201,000035,0.69,F05,F05,research_simulation
20211201,000036,0.333,F05,F05,research_simulation
20211201,000037,0.758,F05,F05,research_simulation
20211201,000039,0.423,F05,F05,research_simulation
20211201,000042,0.082,F05,F05,research_simulation
20211201,000045,0.142,F05,F05,research_simulation
20211201,000048,0.075,F05,F05,research_simulation
20211201,000049,0.835,F05,F05,research_simulation
20211201,000050,0.516,F05,F05,research_simulation
20211201,000055,0.786,F05,F05,research_simulation
20211201,000056,0.319,F05,F05,research_simulation
20211201,000058,0.871,F05,F05,research_simulation
20211201,000059,0.636,F05,F05,research_simulation
20211201,000060,0.052,F05,F05,research_simulation
20211201,000061,0.195,F05,F05,research_simulation
20211201,000062,0.941,F05,F05,research_simulation
20211201,000063,0.686,F05,F05,research_simulation
20211201,000065,0.367,F05,F05,research_simulation
20211201,000066,0.764,F05,F05,research_simulation
20211201,000068,0.603,F05,F05,research_simulation
20211201,000069,0.957,F05,F05,research_simulation
20211201,000070,0.861,F05,F05,research_simulation
20211201,000078,0.432,F05,F05,research_simulation
20211201,000088,0.681,F05,F05,research_simulation
20211201,000089,0.565,F05,F05,research_simulation
20211201,000090,0.995,F05,F05,research_simulation
20211201,000096,0.82,F05,F05,research_simulation
20211201,000099,0.304,F05,F05,research_simulation
20211201,000100,0.141,F05,F05,research_simulation
20211201,000151,0.999,F05,F05,research_simulation
20211201,000153,0.699,F05,F05,research_simulation
20211201,000155,0.371,F05,F05,research_simulation
20211201,000156,0.18,F05,F05,research_simulation
20211201,000157,0.811,F05,F05,research_simulation
20211201,000158,0.115,F05,F05,research_simulation
20211201,000159,0.715,F05,F05,research_simulation
20211201,000166,0.445,F05,F05,research_simulation
20211201,000301,0.912,F05,F05,research_simulation
20211201,000333,0.119,F05,F05,research_simulation
20211201,000338,0.957,F05,F05,research_simulation
20211201,000400,0.799,F05,F05,research_simulation
20211201,000401,0.841,F05,F05,research_simulation
20211201,000402,0.828,F05,F05,research_simulation
20211201,000403,0.491,F05,F05,research_simulation
20211201,000404,0.821,F05,F05,research_simulation
20211201,000407,0.582,F05,F05,research_simulation
20211201,000408,0.831,F05,F05,research_simulation
20211201,000409,0.377,F05,F05,research_simulation
20211201,000410,0.761,F05,F05,research_simulation
20211201,000411,0.804,F05,F05,research_simulation
20211201,000415,0.881,F05,F05,research_simulation
20211201,000417,0.86,F05,F05,research_simulation
20211201,000419,0.709,F05,F05,research_simulation
20211201,000420,0.268,F05,F05,research_simulation
20211201,000421,0.28,F05,F05,research_simulation
20211201,000422,0.574,F05,F05,research_simulation
20211201,000423,0.875,F05,F05,research_simulation
20211201,000425,0.269,F05,F05,research_simulation
20211201,000426,0.606,F05,F05,research_simulation
20211201,000428,0.211,F05,F05,research_simulation
20211201,000429,0.613,F05,F05,research_simulation
20211201,000430,0.237,F05,F05,research_simulation
20211201,000488,0.241,F05,F05,research_simulation
20211201,000498,0.329,F05,F05,research_simulation
20211201,000501,0.53,F05,F05,research_simulation
20211201,000503,0.063,F05,F05,research_simulation
20211201,000504,0.044,F05,F05,research_simulation
20211201,000505,0.395,F05,F05,research_simulation
20211201,000506,0.784,F05,F05,research_simulation
20211201,000507,0.785,F05,F05,research_simulation
20211201,000509,0.735,F05,F05,research_simulation
20211201,000510,0.271,F05,F05,research_simulation
20211201,000513,0.068,F05,F05,research_simulation
20211201,000514,0.378,F05,F05,research_simulation
20211201,000516,0.495,F05,F05,research_simulation
20220101,000001,0.099,F05,F05,research_simulation
20220101,000002,0.358,F05,F05,research_simulation
20220101,000004,0.724,F05,F05,research_simulation
20220101,000006,0.33,F05,F05,research_simulation
20220101,000007,0.469,F05,F05,research_simulation
20220101,000008,0.321,F05,F05,research_simulation
20220101,000009,0.401,F05,F05,research_simulation
20220101,000010,0.101,F05,F05,research_simulation
20220101,000011,0.998,F05,F05,research_simulation
20220101,000012,0.075,F05,F05,research_simulation
20220101,000014,0.816,F05,F05,research_simulation
20220101,000016,0.077,F05,F05,research_simulation
20220101,000017,0.71,F05,F05,research_simulation
20220101,000019,0.055,F05,F05,research_simulation
20220101,000020,0.981,F05,F05,research_simulation
20220101,000021,0.492,F05,F05,research_simulation
20220101,000025,0.711,F05,F05,research_simulation
20220101,000026,0.989,F05,F05,research_simulation
20220101,000027,0.557,F05,F05,research_simulation
20220101,000028,0.9,F05,F05,research_simulation
20220101,000029,0.812,F05,F05,research_simulation
20220101,000030,0.925,F05,F05,research_simulation
20220101,000031,0.869,F05,F05,research_simulation
20220101,000032,0.419,F05,F05,research_simulation
20220101,000034,0.827,F05,F05,research_simulation
20220101,000035,0.304,F05,F05,research_simulation
20220101,000036,0.134,F05,F05,research_simulation
20220101,000037,0.4,F05,F05,research_simulation
20220101,000039,0.018,F05,F05,research_simulation
20220101,000042,0.878,F05,F05,research_simulation
20220101,000045,0.623,F05,F05,research_simulation
20220101,000048,0.241,F05,F05,research_simulation
20220101,000049,0.388,F05,F05,research_simulation
20220101,000050,0.902,F05,F05,research_simulation
20220101,000055,0.355,F05,F05,research_simulation
20220101,000056,0.404,F05,F05,research_simulation
20220101,000058,0.659,F05,F05,research_simulation
20220101,000059,0.751,F05,F05,research_simulation
20220101,000060,0.764,F05,F05,research_simulation
20220101,000061,0.153,F05,F05,research_simulation
20220101,000062,0.181,F05,F05,research_simulation
20220101,000063,0.271,F05,F05,research_simulation
20220101,000065,0.01,F05,F05,research_simulation
20220101,000066,0.154,F05,F05,research_simulation
20220101,000068,0.258,F05,F05,research_simulation
20220101,000069,0.069,F05,F05,research_simulation
20220101,000070,0.659,F05,F05,research_simulation
20220101,000078,0.997,F05,F05,research_simulation
20220101,000088,0.892,F05,F05,research_simulation
20220101,000089,0.367,F05,F05,research_simulation
20220101,000090,0.497,F05,F05,research_simulation
20220101,000096,0.792,F05,F05,research_simulation
20220101,000099,0.403,F05,F05,research_simulation
20220101,000100,0.391,F05,F05,research_simulation
20220101,000151,0.873,F05,F05,research_simulation
20220101,000153,0.777,F05,F05,research_simulation
20220101,000155,0.536,F05,F05,research_simulation
20220101,000156,0.215,F05,F05,research_simulation
20220101,000157,0.189,F05,F05,research_simulation
20220101,000158,0.193,F05,F05,research_simulation
20220101,000159,0.148,F05,F05,research_simulation
20220101,000166,0.352,F05,F05,research_simulation
20220101,000301,0.119,F05,F05,research_simulation
20220101,000333,0.287,F05,F05,research_simulation
20220101,000338,0.665,F05,F05,research_simulation
20220101,000400,0.182,F05,F05,research_simulation
20220101,000401,0.16,F05,F05,research_simulation
20220101,000402,0.013,F05,F05,research_simulation
20220101,000403,0.216,F05,F05,research_simulation
20220101,000404,0.465,F05,F05,research_simulation
20220101,000407,0.972,F05,F05,research_simulation
20220101,000408,0.796,F05,F05,research_simulation
20220101,000409,0.17,F05,F05,research_simulation
20220101,000410,0.015,F05,F05,research_simulation
20220101,000411,0.232,F05,F05,research_simulation
20220101,000415,0.507,F05,F05,research_simulation
20220101,000417,0.506,F05,F05,research_simulation
20220101,000419,0.607,F05,F05,research_simulation
20220101,000420,0.979,F05,F05,research_simulation
20220101,000421,0.595,F05,F05,research_simulation
20220101,000422,0.165,F05,F05,research_simulation
20220101,000423,0.692,F05,F05,research_simulation
20220101,000425,0.505,F05,F05,research_simulation
20220101,000426,0.651,F05,F05,research_simulation
20220101,000428,0.066,F05,F05,research_simulation
20220101,000429,0.262,F05,F05,research_simulation
20220101,000430,0.472,F05,F05,research_simulation
20220101,000488,0.385,F05,F05,research_simulation
20220101,000498,0.031,F05,F05,research_simulation
20220101,000501,0.054,F05,F05,research_simulation
20220101,000503,0.164,F05,F05,research_simulation
20220101,000504,0.761,F05,F05,research_simulation
20220101,000505,0.766,F05,F05,research_simulation
20220101,000506,0.139,F05,F05,research_simulation
20220101,000507,0.495,F05,F05,research_simulation
20220101,000509,0.793,F05,F05,research_simulation
20220101,000510,0.079,F05,F05,research_simulation
20220101,000513,0.839,F05,F05,research_simulation
20220101,000514,0.313,F05,F05,research_simulation
20220101,000516,0.303,F05,F05,research_simulation
20220201,000001,0.921,F05,F05,research_simulation
20220201,000002,0.325,F05,F05,research_simulation
20220201,000004,0.233,F05,F05,research_simulation
20220201,000006,0.751,F05,F05,research_simulation
20220201,000007,0.816,F05,F05,research_simulation
20220201,000008,0.235,F05,F05,research_simulation
20220201,000009,0.96,F05,F05,research_simulation
20220201,000010,0.644,F05,F05,research_simulation
20220201,000011,0.883,F05,F05,research_simulation
20220201,000012,0.31,F05,F05,research_simulation
20220201,000014,0.298,F05,F05,research_simulation
20220201,000016,0.915,F05,F05,research_simulation
20220201,000017,0.971,F05,F05,research_simulation
20220201,000019,0.158,F05,F05,research_simulation
20220201,000020,0.639,F05,F05,research_simulation
20220201,000021,0.738,F05,F05,research_simulation
20220201,000025,0.316,F05,F05,research_simulation
20220201,000026,0.589,F05,F05,research_simulation
20220201,000027,0.712,F05,F05,research_simulation
20220201,000028,0.033,F05,F05,research_simulation
20220201,000029,0.661,F05,F05,research_simulation
20220201,000030,0.075,F05,F05,research_simulation
20220201,000031,0.224,F05,F05,research_simulation
20220201,000032,0.717,F05,F05,research_simulation
20220201,000034,0.506,F05,F05,research_simulation
20220201,000035,0.65,F05,F05,research_simulation
20220201,000036,0.824,F05,F05,research_simulation
20220201,000037,0.661,F05,F05,research_simulation
20220201,000039,0.135,F05,F05,research_simulation
20220201,000042,0.766,F05,F05,research_simulation
20220201,000045,0.981,F05,F05,research_simulation
20220201,000048,0.209,F05,F05,research_simulation
20220201,000049,0.537,F05,F05,research_simulation
20220201,000050,0.983,F05,F05,research_simulation
20220201,000055,0.049,F05,F05,research_simulation
20220201,000056,0.875,F05,F05,research_simulation
20220201,000058,0.032,F05,F05,research_simulation
20220201,000059,0.17,F05,F05,research_simulation
20220201,000060,0.598,F05,F05,research_simulation
20220201,000061,0.782,F05,F05,research_simulation
20220201,000062,0.302,F05,F05,research_simulation
20220201,000063,0.704,F05,F05,research_simulation
20220201,000065,0.587,F05,F05,research_simulation
20220201,000066,0.768,F05,F05,research_simulation
20220201,000068,0.683,F05,F05,research_simulation
20220201,000069,0.064,F05,F05,research_simulation
20220201,000070,0.935,F05,F05,research_simulation
20220201,000078,0.04,F05,F05,research_simulation
20220201,000088,0.432,F05,F05,research_simulation
20220201,000089,0.184,F05,F05,research_simulation
20220201,000090,0.791,F05,F05,research_simulation
20220201,000096,0.414,F05,F05,research_simulation
20220201,000099,0.624,F05,F05,research_simulation
20220201,000100,0.865,F05,F05,research_simulation
20220201,000151,0.519,F05,F05,research_simulation
20220201,000153,0.116,F05,F05,research_simulation
20220201,000155,0.258,F05,F05,research_simulation
20220201,000156,0.719,F05,F05,research_simulation
20220201,000157,0.607,F05,F05,research_simulation
20220201,000158,0.309,F05,F05,research_simulation
20220201,000159,0.825,F05,F05,research_simulation
20220201,000166,0.877,F05,F05,research_simulation
20220201,000301,0.472,F05,F05,research_simulation
20220201,000333,0.012,F05,F05,research_simulation
20220201,000338,0.713,F05,F05,research_simulation
20220201,000400,0.392,F05,F05,research_simulation
20220201,000401,0.133,F05,F05,research_simulation
20220201,000402,0.28,F05,F05,research_simulation
20220201,000403,0.94,F05,F05,research_simulation
20220201,000404,0.105,F05,F05,research_simulation
20220201,000407,0.841,F05,F05,research_simulation
20220201,000408,0.426,F05,F05,research_simulation
20220201,000409,0.445,F05,F05,research_simulation
20220201,000410,0.703,F05,F05,research_simulation
20220201,000411,0.625,F05,F05,research_simulation
20220201,000415,0.099,F05,F05,research_simulation
20220201,000417,0.77,F05,F05,research_simulation
20220201,000419,0.349,F05,F05,research_simulation
20220201,000420,0.734,F05,F05,research_simulation
20220201,000421,0.043,F05,F05,research_simulation
20220201,000422,0.792,F05,F05,research_simulation
20220201,000423,0.202,F05,F05,research_simulation
20220201,000425,0.424,F05,F05,research_simulation
20220201,000426,0.518,F05,F05,research_simulation
20220201,000428,0.142,F05,F05,research_simulation
20220201,000429,0.683,F05,F05,research_simulation
20220201,000430,0.681,F05,F05,research_simulation
20220201,000488,0.057,F05,F05,research_simulation
20220201,000498,0.79,F05,F05,research_simulation
20220201,000501,0.027,F05,F05,research_simulation
20220201,000503,0.494,F05,F05,research_simulation
20220201,000504,0.895,F05,F05,research_simulation
20220201,000505,0.422,F05,F05,research_simulation
20220201,000506,0.842,F05,F05,research_simulation
20220201,000507,0.442,F05,F05,research_simulation
20220201,000509,0.693,F05,F05,research_simulation
20220201,000510,0.078,F05,F05,research_simulation
20220201,000513,0.697,F05,F05,research_simulation
20220201,000514,0.049,F05,F05,research_simulation
20220201,000516,0.279,F05,F05,research_simulation
20220801,000001,0.419,F05,F05,research_simulation
20220801,000002,0.512,F05,F05,research_simulation
20220801,000004,0.532,F05,F05,research_simulation
20220801,000006,0.31,F05,F05,research_simulation
20220801,000007,0.463,F05,F05,research_simulation
20220801,000008,0.24,F05,F05,research_simulation
20220801,000009,0.659,F05,F05,research_simulation
20220801,000010,0.271,F05,F05,research_simulation
20220801,000011,0.723,F05,F05,research_simulation
20220801,000012,0.044,F05,F05,research_simulation
20220801,000014,0.773,F05,F05,research_simulation
20220801,000016,0.228,F05,F05,research_simulation
20220801,000017,0.026,F05,F05,research_simulation
20220801,000019,0.743,F05,F05,research_simulation
20220801,000020,0.644,F05,F05,research_simulation
20220801,000021,0.186,F05,F05,research_simulation
20220801,000025,0.879,F05,F05,research_simulation
20220801,000026,0.809,F05,F05,research_simulation
20220801,000027,0.666,F05,F05,research_simulation
20220801,000028,0.343,F05,F05,research_simulation
20220801,000029,0.235,F05,F05,research_simulation
20220801,000030,0.992,F05,F05,research_simulation
20220801,000031,0.381,F05,F05,research_simulation
20220801,000032,0.19,F05,F05,research_simulation
20220801,000034,0.125,F05,F05,research_simulation
20220801,000035,0.821,F05,F05,research_simulation
20220801,000036,0.983,F05,F05,research_simulation
20220801,000037,0.009,F05,F05,research_simulation
20220801,000039,0.953,F05,F05,research_simulation
20220801,000042,0.133,F05,F05,research_simulation
20220801,000045,0.443,F05,F05,research_simulation
20220801,000048,0.95,F05,F05,research_simulation
20220801,000049,0.588,F05,F05,research_simulation
20220801,000050,0.637,F05,F05,research_simulation
20220801,000055,0.204,F05,F05,research_simulation
20220801,000056,0.361,F05,F05,research_simulation
20220801,000058,0.161,F05,F05,research_simulation
20220801,000059,0.026,F05,F05,research_simulation
20220801,000060,0.961,F05,F05,research_simulation
20220801,000061,0.319,F05,F05,research_simulation
20220801,000062,0.027,F05,F05,research_simulation
20220801,000063,0.129,F05,F05,research_simulation
20220801,000065,0.442,F05,F05,research_simulation
20220801,000066,0.48,F05,F05,research_simulation
20220801,000068,0.253,F05,F05,research_simulation
20220801,000069,0.068,F05,F05,research_simulation
20220801,000070,0.89,F05,F05,research_simulation
20220801,000078,0.369,F05,F05,research_simulation
20220801,000088,0.785,F05,F05,research_simulation
20220801,000089,0.358,F05,F05,research_simulation
20220801,000090,0.943,F05,F05,research_simulation
20220801,000096,0.09,F05,F05,research_simulation
20220801,000099,0.62,F05,F05,research_simulation
20220801,000100,0.86,F05,F05,research_simulation
20220801,000151,0.483,F05,F05,research_simulation
20220801,000153,0.19,F05,F05,research_simulation
20220801,000155,0.796,F05,F05,research_simulation
20220801,000156,0.64,F05,F05,research_simulation
20220801,000157,0.344,F05,F05,research_simulation
20220801,000158,0.741,F05,F05,research_simulation
20220801,000159,0.636,F05,F05,research_simulation
20220801,000166,0.292,F05,F05,research_simulation
20220801,000301,0.492,F05,F05,research_simulation
20220801,000333,0.471,F05,F05,research_simulation
20220801,000338,0.512,F05,F05,research_simulation
20220801,000400,0.749,F05,F05,research_simulation
20220801,000401,0.433,F05,F05,research_simulation
20220801,000402,0.318,F05,F05,research_simulation
20220801,000403,0.755,F05,F05,research_simulation
20220801,000404,0.027,F05,F05,research_simulation
20220801,000407,0.85,F05,F05,research_simulation
20220801,000408,0.281,F05,F05,research_simulation
20220801,000409,0.999,F05,F05,research_simulation
20220801,000410,0.65,F05,F05,research_simulation
20220801,000411,0.757,F05,F05,research_simulation
20220801,000415,0.426,F05,F05,research_simulation
20220801,000417,0.448,F05,F05,research_simulation
20220801,000419,0.608,F05,F05,research_simulation
20220801,000420,0.986,F05,F05,research_simulation
20220801,000421,0.998,F05,F05,research_simulation
20220801,000422,0.935,F05,F05,research_simulation
20220801,000423,0.829,F05,F05,research_simulation
20220801,000425,0.656,F05,F05,research_simulation
20220801,000426,0.337,F05,F05,research_simulation
20220801,000428,0.783,F05,F05,research_simulation
20220801,000429,0.383,F05,F05,research_simulation
20220801,000430,0.879,F05,F05,research_simulation
20220801,000488,0.448,F05,F05,research_simulation
20220801,000498,0.988,F05,F05,research_simulation
20220801,000501,0.132,F05,F05,research_simulation
20220801,000503,0.988,F05,F05,research_simulation
20220801,000504,0.013,F05,F05,research_simulation
20220801,000505,0.472,F05,F05,research_simulation
20220801,000506,0.383,F05,F05,research_simulation
20220801,000507,0.601,F05,F05,research_simulation
20220801,000509,0.766,F05,F05,research_simulation
20220801,000510,0.57,F05,F05,research_simulation
20220801,000513,0.797,F05,F05,research_simulation
20220801,000514,0.689,F05,F05,research_simulation
20220801,000516,0.449,F05,F05,research_simulation
20221001,000001,0.028,F05,F05,research_simulation
20221001,000002,0.626,F05,F05,research_simulation
20221001,000004,0.39,F05,F05,research_simulation
20221001,000006,0.49,F05,F05,research_simulation
20221001,000007,0.754,F05,F05,research_simulation
20221001,000008,0.412,F05,F05,research_simulation
