factor_id,ticker,rebalance_date,score,rank,bucket,signal_role
F04,002837,20251009,0.071322,150,2,FACTOR_SIGNAL_ONLY
F04,002340,20251009,0.070522,151,2,FACTOR_SIGNAL_ONLY
F04,002241,20251009,0.07044,152,2,FACTOR_SIGNAL_ONLY
F04,688213,20251009,0.069751,153,2,FACTOR_SIGNAL_ONLY
F04,600031,20251009,0.069712,154,2,FACTOR_SIGNAL_ONLY
F04,688729,20251009,0.069013,155,2,FACTOR_SIGNAL_ONLY
F04,002414,20251009,0.068142,156,2,FACTOR_SIGNAL_ONLY
F04,688172,20251009,0.067774,157,2,FACTOR_SIGNAL_ONLY
F04,002670,20251009,0.06724,158,2,FACTOR_SIGNAL_ONLY
F04,002156,20251009,0.066742,159,2,FACTOR_SIGNAL_ONLY
F04,300458,20251009,0.066131,160,2,FACTOR_SIGNAL_ONLY
F04,600660,20251009,0.065619,161,2,FACTOR_SIGNAL_ONLY
F04,001979,20251009,0.065338,162,2,FACTOR_SIGNAL_ONLY
F04,000938,20251009,0.064201,163,2,FACTOR_SIGNAL_ONLY
F04,600188,20251009,0.063764,164,2,FACTOR_SIGNAL_ONLY
F04,688188,20251009,0.06222,165,2,FACTOR_SIGNAL_ONLY
F04,000066,20251009,0.061849,166,2,FACTOR_SIGNAL_ONLY
F04,688183,20251009,0.058165,167,2,FACTOR_SIGNAL_ONLY
F04,301269,20251009,0.05672,168,2,FACTOR_SIGNAL_ONLY
F04,000425,20251009,0.056112,169,2,FACTOR_SIGNAL_ONLY
F04,688728,20251009,0.054845,170,2,FACTOR_SIGNAL_ONLY
F04,600460,20251009,0.052878,171,2,FACTOR_SIGNAL_ONLY
F04,601898,20251009,0.051832,172,2,FACTOR_SIGNAL_ONLY
F04,601360,20251009,0.051423,173,2,FACTOR_SIGNAL_ONLY
F04,002281,20251009,0.051184,174,2,FACTOR_SIGNAL_ONLY
F04,300474,20251009,0.049835,175,2,FACTOR_SIGNAL_ONLY
F04,300979,20251009,0.049414,176,2,FACTOR_SIGNAL_ONLY
F04,000975,20251009,0.048698,177,2,FACTOR_SIGNAL_ONLY
F04,600221,20251009,0.045752,178,2,FACTOR_SIGNAL_ONLY
F04,300782,20251009,0.045414,179,2,FACTOR_SIGNAL_ONLY
F04,002179,20251009,0.044927,180,2,FACTOR_SIGNAL_ONLY
F04,002532,20251009,0.044805,181,2,FACTOR_SIGNAL_ONLY
F04,601111,20251009,0.043302,182,2,FACTOR_SIGNAL_ONLY
F04,000725,20251009,0.042079,183,2,FACTOR_SIGNAL_ONLY
F04,600988,20251009,0.041756,184,2,FACTOR_SIGNAL_ONLY
F04,000932,20251009,0.041736,185,2,FACTOR_SIGNAL_ONLY
F04,601888,20251009,0.04166,186,2,FACTOR_SIGNAL_ONLY
F04,300628,20251009,0.041507,187,2,FACTOR_SIGNAL_ONLY
F04,301165,20251009,0.041081,188,2,FACTOR_SIGNAL_ONLY
F04,002595,20251009,0.040921,189,2,FACTOR_SIGNAL_ONLY
F04,600406,20251009,0.039757,190,3,FACTOR_SIGNAL_ONLY
F04,601899,20251009,0.039695,191,3,FACTOR_SIGNAL_ONLY
F04,002311,20251009,0.039667,192,3,FACTOR_SIGNAL_ONLY
F04,000002,20251009,0.039514,193,3,FACTOR_SIGNAL_ONLY
F04,002601,20251009,0.03928,194,3,FACTOR_SIGNAL_ONLY
F04,600378,20251009,0.038023,195,3,FACTOR_SIGNAL_ONLY
F04,300442,20251009,0.037703,196,3,FACTOR_SIGNAL_ONLY
F04,002415,20251009,0.035786,197,3,FACTOR_SIGNAL_ONLY
F04,600118,20251009,0.033314,198,3,FACTOR_SIGNAL_ONLY
F04,601225,20251009,0.031627,199,3,FACTOR_SIGNAL_ONLY
F04,000876,20251009,0.03125,200,3,FACTOR_SIGNAL_ONLY
F04,601088,20251009,0.030969,201,3,FACTOR_SIGNAL_ONLY
F04,600663,20251009,0.030916,202,3,FACTOR_SIGNAL_ONLY
F04,601018,20251009,0.030387,203,3,FACTOR_SIGNAL_ONLY
F04,000100,20251009,0.030162,204,3,FACTOR_SIGNAL_ONLY
F04,002466,20251009,0.028965,205,3,FACTOR_SIGNAL_ONLY
F04,002945,20251009,0.028913,206,3,FACTOR_SIGNAL_ONLY
F04,688318,20251009,0.028048,207,3,FACTOR_SIGNAL_ONLY
F04,600029,20251009,0.025729,208,3,FACTOR_SIGNAL_ONLY
F04,300832,20251009,0.025609,209,3,FACTOR_SIGNAL_ONLY
F04,300454,20251009,0.024936,210,3,FACTOR_SIGNAL_ONLY
F04,603129,20251009,0.024724,211,3,FACTOR_SIGNAL_ONLY
F04,600795,20251009,0.02444,212,3,FACTOR_SIGNAL_ONLY
F04,002261,20251009,0.024222,213,3,FACTOR_SIGNAL_ONLY
F04,603087,20251009,0.02361,214,3,FACTOR_SIGNAL_ONLY
F04,000564,20251009,0.023346,215,3,FACTOR_SIGNAL_ONLY
F04,002851,20251009,0.023223,216,3,FACTOR_SIGNAL_ONLY
F04,600115,20251009,0.022727,217,3,FACTOR_SIGNAL_ONLY
F04,600839,20251009,0.022556,218,3,FACTOR_SIGNAL_ONLY
F04,600536,20251009,0.022504,219,3,FACTOR_SIGNAL_ONLY
F04,001289,20251009,0.019808,220,3,FACTOR_SIGNAL_ONLY
F04,688617,20251009,0.019751,221,3,FACTOR_SIGNAL_ONLY
F04,002459,20251009,0.0192,222,3,FACTOR_SIGNAL_ONLY
F04,601058,20251009,0.018776,223,3,FACTOR_SIGNAL_ONLY
F04,688608,20251009,0.017146,224,3,FACTOR_SIGNAL_ONLY
F04,688599,20251009,0.016544,225,3,FACTOR_SIGNAL_ONLY
F04,300339,20251009,0.014943,226,3,FACTOR_SIGNAL_ONLY
F04,600236,20251009,0.014173,227,3,FACTOR_SIGNAL_ONLY
F04,601012,20251009,0.012806,228,3,FACTOR_SIGNAL_ONLY
F04,601868,20251009,0.0125,229,3,FACTOR_SIGNAL_ONLY
F04,601059,20251009,0.012386,230,3,FACTOR_SIGNAL_ONLY
F04,600025,20251009,0.010917,231,3,FACTOR_SIGNAL_ONLY
F04,301236,20251009,0.010743,232,3,FACTOR_SIGNAL_ONLY
F04,688469,20251009,0.010508,233,3,FACTOR_SIGNAL_ONLY
F04,000807,20251009,0.010444,234,3,FACTOR_SIGNAL_ONLY
F04,600871,20251009,0.009756,235,3,FACTOR_SIGNAL_ONLY
F04,601168,20251009,0.009419,236,3,FACTOR_SIGNAL_ONLY
F04,601877,20251009,0.00922,237,3,FACTOR_SIGNAL_ONLY
F04,601061,20251009,0.008899,238,3,FACTOR_SIGNAL_ONLY
F04,000728,20251009,0.007955,239,3,FACTOR_SIGNAL_ONLY
F04,000792,20251009,0.007704,240,3,FACTOR_SIGNAL_ONLY
F04,000783,20251009,0.007585,241,3,FACTOR_SIGNAL_ONLY
F04,002625,20251009,0.005952,242,3,FACTOR_SIGNAL_ONLY
F04,600066,20251009,0.005451,243,3,FACTOR_SIGNAL_ONLY
F04,000933,20251009,0.005225,244,3,FACTOR_SIGNAL_ONLY
F04,600905,20251009,0.004717,245,3,FACTOR_SIGNAL_ONLY
F04,601021,20251009,0.004207,246,3,FACTOR_SIGNAL_ONLY
F04,601398,20251009,0.004032,247,3,FACTOR_SIGNAL_ONLY
F04,600938,20251009,0.00343,248,3,FACTOR_SIGNAL_ONLY
F04,000776,20251009,0.002424,249,3,FACTOR_SIGNAL_ONLY
F04,002714,20251009,0.002229,250,3,FACTOR_SIGNAL_ONLY
F04,600918,20251009,0.001458,251,3,FACTOR_SIGNAL_ONLY
F04,000987,20251009,0.001344,252,3,FACTOR_SIGNAL_ONLY
F04,000039,20251009,0.00128,253,3,FACTOR_SIGNAL_ONLY
F04,000063,20251009,0.000683,254,3,FACTOR_SIGNAL_ONLY
F04,600930,20251009,0.0,255,3,FACTOR_SIGNAL_ONLY
F04,601668,20251009,0.0,256,3,FACTOR_SIGNAL_ONLY
F04,001872,20251009,0.0,257,3,FACTOR_SIGNAL_ONLY
F04,002821,20251009,-0.000549,258,3,FACTOR_SIGNAL_ONLY
F04,600009,20251009,-0.000626,259,3,FACTOR_SIGNAL_ONLY
F04,601100,20251009,-0.000963,260,3,FACTOR_SIGNAL_ONLY
F04,601077,20251009,-0.001527,261,3,FACTOR_SIGNAL_ONLY
F04,600050,20251009,-0.001821,262,3,FACTOR_SIGNAL_ONLY
F04,600372,20251009,-0.002475,263,3,FACTOR_SIGNAL_ONLY
F04,600160,20251009,-0.002733,264,3,FACTOR_SIGNAL_ONLY
F04,600018,20251009,-0.003597,265,3,FACTOR_SIGNAL_ONLY
F04,601108,20251009,-0.003619,266,3,FACTOR_SIGNAL_ONLY
F04,600893,20251009,-0.00418,267,3,FACTOR_SIGNAL_ONLY
F04,002252,20251009,-0.004425,268,3,FACTOR_SIGNAL_ONLY
F04,601865,20251009,-0.004611,269,3,FACTOR_SIGNAL_ONLY
F04,000895,20251009,-0.005181,270,3,FACTOR_SIGNAL_ONLY
F04,601009,20251009,-0.00542,271,3,FACTOR_SIGNAL_ONLY
F04,001391,20251009,-0.005997,272,3,FACTOR_SIGNAL_ONLY
F04,600588,20251009,-0.006032,273,3,FACTOR_SIGNAL_ONLY
F04,300308,20251009,-0.006312,274,3,FACTOR_SIGNAL_ONLY
F04,300059,20251009,-0.006759,275,3,FACTOR_SIGNAL_ONLY
F04,601816,20251009,-0.007576,276,3,FACTOR_SIGNAL_ONLY
F04,600803,20251009,-0.007613,277,3,FACTOR_SIGNAL_ONLY
F04,000166,20251009,-0.007634,278,3,FACTOR_SIGNAL_ONLY
F04,601766,20251009,-0.007989,279,3,FACTOR_SIGNAL_ONLY
F04,600941,20251009,-0.008101,280,3,FACTOR_SIGNAL_ONLY
F04,002131,20251009,-0.008475,281,3,FACTOR_SIGNAL_ONLY
F04,600048,20251009,-0.009056,282,3,FACTOR_SIGNAL_ONLY
F04,601238,20251009,-0.009126,283,3,FACTOR_SIGNAL_ONLY
F04,601377,20251009,-0.009288,284,3,FACTOR_SIGNAL_ONLY
F04,601006,20251009,-0.009772,285,4,FACTOR_SIGNAL_ONLY
F04,688111,20251009,-0.010064,286,4,FACTOR_SIGNAL_ONLY
F04,603268,20251009,-0.010408,287,4,FACTOR_SIGNAL_ONLY
F04,688271,20251009,-0.010817,288,4,FACTOR_SIGNAL_ONLY
F04,600438,20251009,-0.010919,289,4,FACTOR_SIGNAL_ONLY
F04,600875,20251009,-0.011047,290,4,FACTOR_SIGNAL_ONLY
F04,601216,20251009,-0.011257,291,4,FACTOR_SIGNAL_ONLY
F04,601555,20251009,-0.011616,292,4,FACTOR_SIGNAL_ONLY
F04,000625,20251009,-0.012175,293,4,FACTOR_SIGNAL_ONLY
F04,600690,20251009,-0.0126,294,4,FACTOR_SIGNAL_ONLY
F04,600418,20251009,-0.012902,295,4,FACTOR_SIGNAL_ONLY
F04,601808,20251009,-0.013015,296,4,FACTOR_SIGNAL_ONLY
F04,002594,20251009,-0.013991,297,4,FACTOR_SIGNAL_ONLY
F04,300015,20251009,-0.014218,298,4,FACTOR_SIGNAL_ONLY
F04,601390,20251009,-0.014337,299,4,FACTOR_SIGNAL_ONLY
F04,601186,20251009,-0.015019,300,4,FACTOR_SIGNAL_ONLY
F04,000708,20251009,-0.015408,301,4,FACTOR_SIGNAL_ONLY
F04,601117,20251009,-0.015957,302,4,FACTOR_SIGNAL_ONLY
F04,003816,20251009,-0.016216,303,4,FACTOR_SIGNAL_ONLY
F04,688303,20251009,-0.016277,304,4,FACTOR_SIGNAL_ONLY
F04,601878,20251009,-0.01645,305,4,FACTOR_SIGNAL_ONLY
F04,601800,20251009,-0.016854,306,4,FACTOR_SIGNAL_ONLY
F04,600021,20251009,-0.017672,307,4,FACTOR_SIGNAL_ONLY
F04,600887,20251009,-0.017915,308,4,FACTOR_SIGNAL_ONLY
F04,603392,20251009,-0.018352,309,4,FACTOR_SIGNAL_ONLY
F04,601162,20251009,-0.018484,310,4,FACTOR_SIGNAL_ONLY
F04,600061,20251009,-0.019036,311,4,FACTOR_SIGNAL_ONLY
F04,600845,20251009,-0.019312,312,4,FACTOR_SIGNAL_ONLY
F04,000333,20251009,-0.020101,313,4,FACTOR_SIGNAL_ONLY
F04,600809,20251009,-0.02014,314,4,FACTOR_SIGNAL_ONLY
F04,688009,20251009,-0.020221,315,4,FACTOR_SIGNAL_ONLY
F04,600196,20251009,-0.020342,316,4,FACTOR_SIGNAL_ONLY
F04,600219,20251009,-0.020408,317,4,FACTOR_SIGNAL_ONLY
F04,300760,20251009,-0.020602,318,4,FACTOR_SIGNAL_ONLY
F04,600096,20251009,-0.020786,319,4,FACTOR_SIGNAL_ONLY
F04,000661,20251009,-0.021042,320,4,FACTOR_SIGNAL_ONLY
F04,000408,20251009,-0.022054,321,4,FACTOR_SIGNAL_ONLY
F04,688256,20251009,-0.022064,322,4,FACTOR_SIGNAL_ONLY
F04,600926,20251009,-0.022336,323,4,FACTOR_SIGNAL_ONLY
F04,601916,20251009,-0.022508,324,4,FACTOR_SIGNAL_ONLY
F04,300033,20251009,-0.02266,325,4,FACTOR_SIGNAL_ONLY
F04,600968,20251009,-0.022727,326,4,FACTOR_SIGNAL_ONLY
F04,300122,20251009,-0.023394,327,4,FACTOR_SIGNAL_ONLY
F04,600600,20251009,-0.023505,328,4,FACTOR_SIGNAL_ONLY
F04,002001,20251009,-0.023563,329,4,FACTOR_SIGNAL_ONLY
F04,601607,20251009,-0.02381,330,4,FACTOR_SIGNAL_ONLY
F04,600958,20251009,-0.023941,331,4,FACTOR_SIGNAL_ONLY
F04,601298,20251009,-0.023945,332,4,FACTOR_SIGNAL_ONLY
F04,601658,20251009,-0.024155,333,4,FACTOR_SIGNAL_ONLY
F04,601669,20251009,-0.024518,334,4,FACTOR_SIGNAL_ONLY
F04,000001,20251009,-0.024681,335,4,FACTOR_SIGNAL_ONLY
F04,600585,20251009,-0.025274,336,4,FACTOR_SIGNAL_ONLY
F04,600900,20251009,-0.025393,337,4,FACTOR_SIGNAL_ONLY
F04,601600,20251009,-0.025641,338,4,FACTOR_SIGNAL_ONLY
F04,600276,20251009,-0.025979,339,4,FACTOR_SIGNAL_ONLY
F04,600519,20251009,-0.026038,340,4,FACTOR_SIGNAL_ONLY
F04,601881,20251009,-0.026574,341,4,FACTOR_SIGNAL_ONLY
F04,600085,20251009,-0.027134,342,4,FACTOR_SIGNAL_ONLY
F04,000568,20251009,-0.027141,343,4,FACTOR_SIGNAL_ONLY
F04,002027,20251009,-0.027414,344,4,FACTOR_SIGNAL_ONLY
F04,002078,20251009,-0.027665,345,4,FACTOR_SIGNAL_ONLY
F04,601236,20251009,-0.027871,346,4,FACTOR_SIGNAL_ONLY
F04,300395,20251009,-0.027915,347,4,FACTOR_SIGNAL_ONLY
F04,601127,20251009,-0.029189,348,4,FACTOR_SIGNAL_ONLY
F04,000538,20251009,-0.029278,349,4,FACTOR_SIGNAL_ONLY
F04,601901,20251009,-0.030193,350,4,FACTOR_SIGNAL_ONLY
F04,601825,20251009,-0.030201,351,4,FACTOR_SIGNAL_ONLY
F04,601985,20251009,-0.030822,352,4,FACTOR_SIGNAL_ONLY
F04,600482,20251009,-0.030956,353,4,FACTOR_SIGNAL_ONLY
F04,000630,20251009,-0.031461,354,4,FACTOR_SIGNAL_ONLY
F04,605499,20251009,-0.032505,355,4,FACTOR_SIGNAL_ONLY
F04,688122,20251009,-0.032584,356,4,FACTOR_SIGNAL_ONLY
F04,600023,20251009,-0.033203,357,4,FACTOR_SIGNAL_ONLY
F04,600011,20251009,-0.033289,358,4,FACTOR_SIGNAL_ONLY
F04,000858,20251009,-0.033565,359,4,FACTOR_SIGNAL_ONLY
F04,300896,20251009,-0.033652,360,4,FACTOR_SIGNAL_ONLY
F04,600741,20251009,-0.033654,361,4,FACTOR_SIGNAL_ONLY
F04,600436,20251009,-0.033953,362,4,FACTOR_SIGNAL_ONLY
F04,603260,20251009,-0.034294,363,4,FACTOR_SIGNAL_ONLY
F04,603288,20251009,-0.034345,364,4,FACTOR_SIGNAL_ONLY
F04,689009,20251009,-0.034942,365,4,FACTOR_SIGNAL_ONLY
F04,601066,20251009,-0.035369,366,4,FACTOR_SIGNAL_ONLY
F04,000768,20251009,-0.035576,367,4,FACTOR_SIGNAL_ONLY
F04,603979,20251009,-0.035638,368,4,FACTOR_SIGNAL_ONLY
F04,000960,20251009,-0.036032,369,4,FACTOR_SIGNAL_ONLY
F04,002493,20251009,-0.036345,370,4,FACTOR_SIGNAL_ONLY
F04,600036,20251009,-0.03683,371,4,FACTOR_SIGNAL_ONLY
F04,600030,20251009,-0.036925,372,4,FACTOR_SIGNAL_ONLY
F04,300999,20251009,-0.037082,373,4,FACTOR_SIGNAL_ONLY
